Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO:0005929,0.27661195954840256,1.0455953773487465,0.4144893111638955,0.5525503396030417,1.0,20/51,32.96%,RSPH3;TTLL7;FAM161B;TOGARAM2;TXNDC15;DLEC1;HSPB11;CEP104;WHRN;TTLL5;TULP3;TTLL13P;IFT20;RP2;TMEM138;IFT52;TRPV4;TTLL9;TSGA10IP;TTLL4
prerank,GO:0071277,0.35970349220809184,1.0416387331260946,0.4268292682926829,0.5585660551348206,1.0,5/15,20.39%,CPNE8;SYT11;CPNE3;SYT15;SYT6
prerank,GO:0030672,0.3154066167901227,1.0354958867339046,0.4181360201511335,0.5691109336539786,1.0,11/24,32.26%,C16orf70;OTOF;MCTP1;CLTA;SV2C;CLTB;SYNGR3;MCTP2;SYNGR1;SYNGR2;SYT5
prerank,GO:0030425,0.2603412634240035,1.0335250229619575,0.4317925591882751,0.5712174259644285,1.0,15/60,22.09%,KIF1B;TMEM266;RAB5A;HCN3;C16orf70;STRN;KIF1C;HSPA8;COMT;ALS2;CRIPT;PPP1R9B;MAP1S;HAP1;SAV1
prerank,GO:0005622,0.2807290455888743,1.0330291633177786,0.4234875444839858,0.5706945895770268,1.0,21/40,44.56%,TALDO1;SNTB2;PARP8;DHX38;DHX29;ABI1;SH3BP1;CAMK1;DHX8;DHX36;ABI3;ARHGAP17;CCDC68;DHX9;DHX57;DHX30;DHX15;TUFT1;DQX1;ARHGAP44;DHX37
prerank,GO:0043484,0.32011769088799097,1.0321669425342825,0.4366013071895425,0.570900827149366,1.0,4/22,5.46%,AHNAK;PTBP3;HNRNPF;PRX
prerank,GO:0050821,0.34614597587563345,1.025504476600042,0.447682119205298,0.5824118493201558,1.0,7/16,30.38%,BAG1;HSP90AA1;CDC37;BAG5;SUGT1;BAG4;OTUD3
prerank,GO:0005739,0.2163892438146955,1.0247111560583961,0.4188376753507014,0.5824773015657184,1.0,187/482,36.26%,RAB11FIP5;OGDH;ACOT9;ACSL5;HAGH;SQOR;CHCHD1;COX20;MTIF3;CARD19;GSR;CMC2;CPT1A;AURKAIP1;CHCHD2;ARAF;ADHFE1;UNG;PDK2;POLG;COQ10B;IARS2;RARS2;MCUR1;GFER;ADPRHL2;BID;SOD2;GLRX2;IFI6;HIGD1A;MT-ND6;PTS;ETHE1;RFK;IDH2;DNM1L;TXNRD1;DMGDH;COX6B1;ABHD5;COX8A;SLC25A29;PINK1;COX7B;IFI27L2;ACAD9;NAXE;TUFM;CISD3;UQCRC1;RMDN3;WDR81;IDE;ACADVL;NDUFAF5;PMAIP1;CYP27A1;CA5B;IFI27L1;NRDC;ACAA2;ABHD11;PARK7;HSD17B10;ABHD4;COQ4;NDUFAB1;MPST;AUH;ETFA;ATP5IF1;IDH3G;COX6B2;HOGA1;DTYMK;PDK4;SLC25A51;FDX1;CA5A;GK5;PTGES2;G0S2;MTCH2;TNFRSF1A;ISCA1;MTHFD2;TST;ABHD6;HINT2;TSPOAP1;SLC25A44;GLUD1;MUL1;IDH1;PDP2;GSTK1;SLC27A3;SLC25A32;EIF5B;CCDC90B;BCO2;BCAT1;BAD;HAP1;PDP1;PXMP2;DECR1;GLUD2;SLC25A1;NDUFA9;MTPAP;BRI3BP;GRAMD4;PPTC7;LACTB;MRPL9;TCAIM;PRDX5;BCL2L11;DARS2;TYMS;SDHAF2;MTFR1;GFM1;GOT2;PDF;GPD2;ALDH18A1;AIFM2;OXCT2;FDXR;HTRA2;TUSC2;APOPT1;GK;AGK;AIFM1;PDPR;TXNRD2;NIPSNAP3A;RAF1;PLA2G6;NADK2;BBC3;ALAS1;IDH3B;STOML2;MTCH1;HIGD2A;MGME1;PPIF;TMLHE;SARS2;HK1;MRPS23;BCKDK;MRPS10;ELAC2;RAB32;MRPL44;HARS2;MTFR1L;HCCS;ACO2;WARS2;CDK5RAP1;ABAT;MGST1;ARGLU1;IFI27;PCCA;NDUFAF1;ABCB10;NFU1;TMEM126B;CAT;CMC1;ACSS1;SURF1;TMEM126A;ECI1;PTPMT1;YARS2;GK3P;FECH;REXO2
prerank,GO:0005666,0.34060742515431,1.0238807377511843,0.4401041666666667,0.5825166750263411,1.0,7/17,22.95%,POLR2K;POLR2F;CRCP;POLR2L;POLR3F;POLR3K;POLR3GL
prerank,GO:0007507,0.30622332944739017,1.0238406265493232,0.4477987421383648,0.5810813067830692,1.0,6/27,14.07%,PDLIM5;CCM2;PDLIM2;HEG1;TGFBR1;BVES
prerank,GO:0007059,0.31339701086915145,1.023755833348823,0.45157232704402517,0.579750133312506,1.0,10/24,27.63%,SKA2;SKA1;CDK5RAP2;NDEL1;PPP2R1A;PMF1;TTK;NEK2;NEK6;SPC24
prerank,GO:0048247,0.3351492374655408,1.0237137033746098,0.41973684210526313,0.5783123836422984,1.0,11/18,40.87%,CCL5;CCL4L2;CCL4;CCL3;CCL23;CCL2;XCL2;CCL8;CCL19;CCL20;XCL1
prerank,GO:0006487,0.3169548369606049,1.0210541595252471,0.44881889763779526,0.5818486179455448,1.0,12/22,37.46%,ALG5;GFPT1;RPN2;GFPT2;MGAT2;MGAT1;B4GALT1;MOGS;MGAT4B;ALG9;DOLPP1;ALG11
prerank,GO:0004521,0.3052616323525134,1.0206286310022668,0.4199475065616798,0.5811411124620167,1.0,7/23,21.78%,AGO4;RNASEK;ZC3H12A;PIWIL1;ERN1;ENDOG;KHNYN
prerank,GO:0051959,0.3324947188368461,1.0205667668295497,0.44228274967574577,0.5797615706592654,1.0,8/18,22.52%,HOOK3;CCDC88C;DYNC1H1;DYNC2H1;CCDC88B;DNAH10;BICD2;CCDC88A
prerank,GO:0004175,0.3388244641950533,1.0204058896587185,0.42857142857142855,0.5785576081863647,1.0,9/16,34.13%,PSMB9;PSMB6;TPP1;PSMB10;PSMB8;PSMB7;PSEN2;PSEN1;HGF
prerank,GO:0004114,-0.27223229189456816,-1.0203533865230061,0.3903345724907063,0.8472118123106784,1.0,5/17,8.81%,PDE6B;PDE7A;PDE9A;PDE7B;PDE6A
prerank,GO:0005102,0.2395470957394695,1.0203193730204552,0.4643249176728869,0.5772449826020446,1.0,33/91,34.13%,CD58;CD2;SLC9A3R1;CADM1;FGL2;FYN;IFNL1;SLA;GUSB;HLA-E;ANKRD13C;BTN3A1;TIGIT;FCN1;HCST;BTN3A2;ZAP70;PKD2;BTN3A3;HLA-F;HAP1;HCK;FGR;TYROBP;ERBIN;STYK1;PTK2B;CNPY4;NRG1;SYK;CAPRIN2;YES1;HGF
prerank,GO:0045087,0.23053532343291566,1.0177291952719683,0.4495217853347503,0.5807750451386936,1.0,49/133,38.23%,TRIM62;TMEM173;MYD88;TRIM6;ADAM15;DDX58;TRIM59;TRIM21;RELA;FYN;IFNL1;SLA;TRIM38;IGHV1-3;TRIM13;TRIM17;ZAP70;TRIM26;RNF187;TRIM60;PTX3;TRIM22;IGHV4-34;RIPK2;HCK;FGR;IGHV3-7;IRAK1;TRBC2;STYK1;CAMP;PTK2B;IGHV1-2;BST2;IGHA1;SYK;IGHV2-5;REL;YES1;IGHA2;FCER1G;IFIH1;LYN;TRDC;CLEC5A;RNASE6;MEFV;IGKC;FES
prerank,GO:0043547,0.2621547013776399,1.0166563201910486,0.4409722222222222,0.58139737338912,1.0,29/56,37.83%,SOS1;RAPGEF2;RAPGEF1;RAPGEF3;CCL5;RGS9;SOS2;RALBP1;DOCK11;CCL4L2;DOCK8;RASGEF1A;SH3BP1;RAPGEFL1;ARAP1;RASGRP1;CCL4;RAP1GDS1;CCL3;RALGPS1;RGL3;CCL23;CCL2;XCL2;CCL8;DOCK6;RGL2;CCL19;CCL20
prerank,GO:0005524,0.2781273880973902,1.0161542157913517,0.4491725768321513,0.5808129988502786,1.0,12/39,26.15%,HSPA1A;HSP90AA1;PFKP;HSPA5;PGK1;HSPA8;HSPA6;HSPA1B;ABCD3;RTEL1;ABCF1;ABCF3
prerank,GO:0004984,-0.24889614875715754,-1.0139105180422179,0.4340425531914894,0.841136012726337,1.0,5/23,13.97%,OR51I1;OR4F17;OR4D1;OR6C4;OR1L8
prerank,GO:0006936,0.3356952388538568,1.0126172100110113,0.441025641025641,0.5861397319034443,1.0,6/17,22.41%,TPM3;TMOD1;TPM1;TPM4;TNNI3;LMOD3
prerank,GO:0043565,0.3120682752863198,1.0111108247798504,0.4817708333333333,0.587482128521915,1.0,9/23,29.05%,PLAGL2;CHCHD2;NLRP3;CSRNP2;SLTM;ZFY;MYRF;RAG1;ZNF672
prerank,GO:0090575,0.3321256956162822,1.0041888680861966,0.4473684210526316,0.5990516735106133,1.0,5/17,13.07%,E2F2;RXRA;E2F4;ASCL2;E2F1
prerank,GO:0005643,0.3060359828033672,1.003634272405567,0.46946564885496184,0.59861582116447,1.0,4/23,10.15%,NUP153;NUP214;XPOT;TPR
prerank,GO:0050852,0.29324274825482377,1.0030688582658838,0.4593548387096774,0.5982315620027594,1.0,8/27,24.74%,FYN;DENND1B;BTN3A1;PTPN22;BTN3A2;CD247;BTN3A3;THEMIS2
prerank,GO:0003700,-0.18328171378620764,-1.0012221593041124,0.43859649122807015,0.857169836199453,1.0,14/69,10.41%,ZNF667;ZNF671;ZNF662;ZNF835;MYRFL;ZNF783;ZNF382;ZNF358;ZNF395;HSF5;ZNF639;ZNF383;ZNF740;ZNF581
prerank,GO:0030215,0.3340714969998778,0.999280806882564,0.46567967698519513,0.6024663298393786,1.0,4/16,17.66%,SEMA4C;SEMA3G;SEMA3C;SEMA4B
prerank,GO:0071526,0.3340714969998778,0.999280806882564,0.46567967698519513,0.6024663298393786,1.0,4/16,17.66%,SEMA4C;SEMA3G;SEMA3C;SEMA4B
prerank,GO:0032922,0.34260890111926273,0.9976017714610655,0.4818791946308725,0.6041156763149383,1.0,7/15,26.27%,PPP1CB;PER3;BHLHE40;CLOCK;ID2;CRY1;CRY2
prerank,GO:0070534,0.34292908663785776,0.9970636271018507,0.46530612244897956,0.6036237365961943,1.0,7/15,30.15%,TRAF6;UBE2V1;UBE2E3;WWP2;ITCH;UBE2N;UBE2V2
prerank,GO:0007219,0.31299888372064605,0.9940481087135505,0.47493403693931396,0.607931924700718,1.0,10/21,36.41%,DTX3L;ADAM17;MIB1;ADAM10;HEY2;NOTCH2;DTX2;APH1A;NOTCH1;TRAF7
prerank,GO:0005887,0.20875876396971782,0.9908272133867164,0.5490981963927856,0.6124134621979117,1.0,182/449,40.56%,TMEM266;PLXNA2;CD99;ATP2B4;SLC6A6;IL10RA;CALHM2;SLCO3A1;SLC17A5;TRPV2;CD151;ADCY9;TSPAN2;KCNK7;F2RL2;LTB4R2;KIRREL3;TRPC3;CDHR4;CD47;SEMA4C;SEMA3G;ICAM3;LTB4R;ADRB2;SLC52A2;GPR52;CLCN2;SLC26A6;ATP2B1;P2RY8;ADRB1;LPAR6;CLEC12A;ADGRB2;SLC16A3;GPR20;FCRL6;F2R;SLC2A1;CD81;UPK1B;GPR65;SLC38A5;GABRD;PLXND1;CD53;PCDH1;FCRLB;SEMA3C;FGFR1;PCDH17;PCDHB9;CLCN1;EPHB2;CHRNB1;ADGRG5;LRP12;GPBAR1;GPR174;CALHM1;SLC39A6;FFAR2;ADGRG1;CHRNE;CHRFAM7A;FCER1A;SEMA4B;FCGR1A;NTRK1;SLCO4C1;PCDH11X;GABRB1;CD63;ADCY7;PLXNB1;PDGFRB;PCDHGA7;KLRC4;AVPR1A;SLC16A6;EPHA2;ADGRE3;IFNGR1;FGFR2;SLC2A14;TRPV3;CYSLTR2;PCDHGB2;TSPAN31;CDHR1;TSPAN17;GRM4;CD37;ICAM1;GRPR;KLRC2;TSPAN5;PDGFRA;GRM6;SLC6A8;SLC6A9;KCNK5;KLRD1;TLR4;MFSD2B;TRPM2;HTR2B;ICAM5;KLRC3;FCGR3B;PLPPR2;IL20RB;ERBB2;GPR35;CD72;PCDHGA6;FCGR3A;IFNLR1;SLC28A3;PSEN2;ADGRE2;TSPAN32;PCDH11Y;NCSTN;TRPV4;MFSD2A;TLR2;SEMA7A;FCRL3;SLC16A4;TLR6;PSEN1;RHAG;ADCY1;PCDHGA10;TRPM7;GPR84;SEMA4A;ABCC11;SLC6A20;CSF1R;SGMS2;NLGN4Y;KCNK10;DDR2;LTK;RXFP4;CLEC1B;OPRL1;MERTK;FCGR2B;ADGRG3;CHRNA5;SEMA4F;ADCY4;VCAM1;PCDHGB5;AVPR2;KLRC1;TAS1R3;CLCN3;SLC26A8;CAV2;TSHR;ADCY2;PLPPR3;GRM7;KCNK17;GRM2;SEMA3B;PCDHGA5;GABRR2;RET;TRPM3;PLXNA1;FCGR2A;GYPB;GPR22;SLC26A5;TRPV6;CHRM5
prerank,GO:0090090,0.28024134678274265,0.9895557507185431,0.4884004884004884,0.6132937216143611,1.0,16/33,37.37%,AXIN1;APC2;FZD4;FRMD8;GSK3A;CSNK1A1;TPBGL;NPHP4;DRAXIN;GSK3B;DAB2;EMD;ANKRD6;APC;DKK2;CHD8
prerank,GO:0051568,0.3425022637699931,0.9888353890174219,0.4709851551956815,0.6130907428252174,1.0,7/15,35.03%,KMT2A;KMT2B;SETBP1;WDR5;PAXIP1;RBBP5;SETD1A
prerank,GO:0017056,0.31773614652303583,0.9857788124892596,0.4921052631578947,0.6173333295571438,1.0,11/18,46.37%,NUP153;NUP214;TPR;NUP188;NUP133;NUP85;NUP62CL;NUP62;NUP205;NUP93;NUP54
prerank,GO:0017147,0.3270512493757573,0.9845468963516251,0.46433203631647213,0.6182004126588423,1.0,6/17,27.22%,WLS;FZD4;FZD7;PORCN;FZD2;FZD8
prerank,GO:1904315,0.3003874854358177,0.9812516695019438,0.49097938144329895,0.6226901934963647,1.0,5/22,18.52%,GABRD;CHRNB1;CHRNE;CHRFAM7A;GABRB1
prerank,GO:0044325,0.2789010374875687,0.9795248233878397,0.4993788819875776,0.6243792294451757,1.0,10/31,31.42%,S100A10;KCNAB2;KCNE5;HERPUD1;PDE4D;KCNE1;TCAF1;KCNE3;RIMS2;RIMS3
prerank,GO:0005694,0.3265272123389314,0.9789429661175717,0.4794520547945205,0.6238859682390105,1.0,10/16,40.10%,RECQL;UVSSA;CDCA2;RECQL4;HP1BP3;MKI67;ZNF276;BLM;SETD2;TRIP13
prerank,GO:0042127,0.3127832232836618,0.9774406170897395,0.49806451612903224,0.6252881626234249,1.0,12/20,43.01%,TGFB1;STAT4;BCL6;STAT3;JUND;LTK;TFAP2E;TNFRSF9;STAT2;SMIM22;STAT5B;TGFB3
prerank,GO:0042391,0.2756782923935648,0.972551055828542,0.511166253101737,0.6326796148246401,1.0,11/31,31.42%,PIEZO1;GABRD;BVES;CHRNB1;CHRNE;CHRFAM7A;GABRB1;LRRK2;RIMS2;POPDC2;RIMS3
prerank,GO:0016491,0.25246664687048154,0.9695811210060021,0.5298850574712644,0.6367187176769378,1.0,27/55,40.95%,RETSAT;CYB561D2;TMEM189;SELENOF;DMGDH;CYBRD1;MSMO1;RDH5;CP;ALKBH4;CRYL1;CYP51A1;IFI30;FDXR;PDPR;NOS1;HSD17B1;POR;NDOR1;SRD5A1;MTRR;KDM1B;IL4I1;CYB561;DOHH;HEATR4;UQCRFS1
prerank,GO:0003723,0.2075448861169661,0.9610227067564491,0.601010101010101,0.6510933500989858,1.0,90/280,29.23%,RPS27L;CWC15;AGO4;APOBEC3H;RBM18;ZNFX1;ZCCHC8;SRSF7;CELF2;SF3B4;DDX43;HNRNPF;MBNL2;NOL12;XRN1;SNRPG;HNRNPUL2;LSM1;HELZ2;TOE1;PIWIL1;XRN2;API5;SRSF3;HNRNPAB;APOBEC3C;HELZ;APOBEC3D;DHX38;DHX29;HNRNPR;NXF1;ABT1;PCID2;SRSF4;PATL2;RBM42;DDX5;EIF1;FIP1L1;DDX19B;APOBEC3G;SRSF9;RBM3;SON;RALY;TSN;DDX39B;SRSF2;DDX59;DDX23;KHDC1;SSB;HTATSF1;NCL;PATL1;HNRNPDL;CAPRIN1;DHX8;RBM6;PRPF40A;THUMPD1;STRAP;IFIT3;HNRNPU;DHX36;SETX;UPF1;ZC3H10;PIWIL4;EIF4A3;DDX39A;TRA2A;DND1;MRPS9;HNRNPC;APOBEC3B;FASTKD3;LARP7;KHDC1L;IFIT2;LSM8;FASTK;C1D;DDX41;SF3A1;APOBEC3A;EWSR1;AQR;CELF5
prerank,GO:0035267,0.3218361383483752,0.9608561060496766,0.5104438642297651,0.6498275690262532,1.0,4/17,11.47%,MEAF6;MORF4L1;YEATS2;ACTB
prerank,GO:0003714,0.23180855685953072,0.9604230666997469,0.5500550055005501,0.6490655743689061,1.0,23/78,27.13%,MIER1;BCORL1;NCOR2;SAP18;EID1;TOB2;KCTD1;SIRT7;WWTR1;MTA2;PARP9;MIER3;NCOR1;CDYL2;PARP14;BCOR;HNRNPU;PARP15;CIR1;CTBP1;DRAP1;DAXX;CTBP2
prerank,GO:0007189,0.24524279633396312,0.9601790837848277,0.5471478463329453,0.6480066974409309,1.0,23/55,39.51%,ADCY9;PTGER2;S1PR4;ADGRB2;S1PR2;S1PR5;ADGRG5;ADGRG1;ADCY7;GNA13;ADGRE3;MC1R;ADGRE2;S1PR3;ADM;ADCY1;ADGRG3;PTGER4;ADCY4;TSHR;ADCY2;PTGER1;CNR1
prerank,GO:0016323,0.2682304810584376,0.9601414647256132,0.5242718446601942,0.646538353623299,1.0,7/35,12.88%,SLC4A7;SLC4A2;DLG3;SLC3A2;SCRIB;SLC2A1;PDZD11
prerank,GO:0030198,-0.1801219798227552,-0.95902575950715,0.5350877192982456,0.9708125424876355,1.0,15/62,16.15%,COL18A1;COL28A1;MMP11;COL23A1;MMP28;ADAMTS2;PAPLN;ABI3BP;COL5A2;ADAMTS17;ADAMTS6;ADAMTSL2;COL4A4;ADAMTS13;COL9A2
prerank,GO:0031901,0.3275128673779397,0.9585967828853149,0.5251017639077341,0.6476284301519417,1.0,9/15,38.28%,SNX20;SNX12;TMEM184A;SNX3;SNX4;MARCH8;ZFYVE16;MARCH1;SNX21
prerank,GO:0001525,0.2913328169508292,0.9581879910462358,0.532319391634981,0.6467958696287045,1.0,9/25,26.19%,PKNOX1;ITGA5;ITGAV;EPHB2;RASIP1;COL15A1;PDGFRB;ACVRL1;PTPRB
prerank,GO:0015179,0.3183012822229115,0.9543105191553424,0.5167525773195877,0.6523997221146792,1.0,7/17,23.70%,SLC38A10;SLC7A5;SLC38A5;SLC36A1;SLC38A9;SLC38A7;SLC7A11
prerank,GO:0007156,0.2811411092336379,0.9527903760958826,0.5350877192982456,0.653643814043771,1.0,8/28,17.95%,EMB;NECTIN1;NPTN;CADM1;OBSL1;PALLD;MYOT;BSG
prerank,GO:0010862,0.3067726844338416,0.9518970185985777,0.55198973042362,0.6537330042434384,1.0,5/20,19.82%,TGFB1;BMP7;GDF11;INHBA;BMP8B
prerank,GO:0005669,0.3192352029301455,0.9513121480689937,0.5612382234185733,0.6532074859051532,1.0,7/17,24.14%,TAF5L;TAF4;TAF5;TAF13;TAF11;TAF2;TAF12
prerank,GO:0007275,-0.19037064539473408,-0.9476701553097998,0.5384615384615384,0.9795215592436384,1.0,15/52,21.84%,IGF1R;EPHB4;RYK;EPHA1;EPHB6;CDH20;DCHS1;FLT1;PTCD2;FSTL3;DDR1;FSTL1;EPHB1;FST;FLT4
prerank,GO:0098978,0.3052395442047351,0.9463050116940867,0.5314136125654451,0.6609411995690303,1.0,5/19,29.17%,LRFN4;GRIPAP1;DLGAP4;CADPS;GSK3B
prerank,GO:0045211,0.2933799628724792,0.9427712347902029,0.5498721227621484,0.6657479152942687,1.0,3/22,9.38%,CLSTN1;SCRIB;CLSTN3
prerank,GO:0000413,-0.2516940893070025,-0.9406900189045843,0.5511811023622047,0.9751368549104009,1.0,8/18,21.43%,PPIL3;PPIL6;FKBP4;PPIL1;FKBP5;PPIG;FKBP1A;PPWD1
prerank,GO:0060070,-0.20747493251719318,-0.939127509695646,0.5652173913043478,0.9536538269425557,1.0,7/35,11.44%,LRP6;BCL9;WNT2B;TCF7;LEF1;FZD6;WNT10A
prerank,GO:0031032,0.30364772946170204,0.9390283100385814,0.5630810092961488,0.6710962126411617,1.0,4/19,7.86%,ROCK2;MYO18A;ROCK1;EPB41L4A
prerank,GO:0046513,0.30552612649128597,0.9376125217143177,0.5530012771392082,0.6721112685670411,1.0,9/20,34.36%,SPTLC1;CERS5;CERS2;CERS4;SMPD2;AGK;SPTLC2;SPTSSA;SGMS2
prerank,GO:0005604,0.305092198118832,0.9362044887372519,0.5641677255400254,0.6730428521573389,1.0,8/18,33.13%,DAG1;MEGF9;LAMA2;ATRN;LAMA5;NTN1;CCDC80;SMOC1
prerank,GO:0005743,-0.20270808506132162,-0.9330713470684722,0.5480225988700564,0.9469970720559879,1.0,14/37,23.76%,SMIM20;HSPD1;BCS1L;TRAP1;OMA1;ABCB7;PARL;EFHD1;COQ7;DHODH;RDH13;TIMM10;NDUFAF3;TTC19
prerank,GO:0043197,0.26229878882594854,0.9311448128028122,0.5762081784386617,0.6805876020600355,1.0,14/32,35.05%,CDC42;RAC1;SLA;RAB8A;RHOA;USP8;APBA3;TANC2;OPHN1;FXR2;PTK2B;AKAP5;USP50;LZTS1
prerank,GO:0016575,0.27262201110101203,0.930446293374427,0.5646766169154229,0.6801576229617101,1.0,8/28,20.80%,MIER1;MTA2;MORF4L1;BRMS1;HDAC11;HDAC4;HDAC6;SUDS3
prerank,GO:0006955,0.21639479820638105,0.9283357028511131,0.6263157894736842,0.6822448205135426,1.0,42/111,40.52%,PDCD1LG2;CD274;ULBP1;ULBP2;MICB;NRROS;LAX1;HLA-E;CXCR1;ACKR3;MR1;VPREB3;CCR5;IGLV3-9;CXCR2;IGLV1-40;CX3CR1;HLA-F;CTSS;IGKV2-30;CCRL2;CD86;TRDV1;IGLV2-14;IGKV3-11;ULBP3;TRAV9-2;CD1D;MARCH8;CD1A;TRAV18;IGLV3-1;MARCH1;TRDV2;CLEC4C;IGLV6-57;CCR3;TRAV14DV4;CD80;CCR10;TRAV19;CXCR3
prerank,GO:0003755,0.28674803596676485,0.9278561229522023,0.5758354755784062,0.6815009030971294,1.0,6/23,14.35%,FKBP1B;PPIB;PPIA;PIN1;PTPA;FKBP2
prerank,GO:0055088,0.29931454936097834,0.9225880008299223,0.5679172056921087,0.6890924348333551,1.0,8/17,38.32%,TLCD1;ABHD5;ACOXL;ABHD4;ACOX2;FAM57A;ACOX1;ACOX3
prerank,GO:1990573,0.27937332745905696,0.9199154172616371,0.5786163522012578,0.6922195950383386,1.0,10/24,35.46%,ATP1B3;ATP1B1;ATP1A3;SLC12A2;SLC12A7;KCNJ13;KCNJ15;KCNJ3;KCNJ1;KCNJ2
prerank,GO:0007417,-0.21981974875756427,-0.9038279680262767,0.5778894472361809,1.0,1.0,7/23,14.05%,CHD7;MARCKSL1;HAPLN3;APP;SOX6;C2orf40;TBX6
prerank,GO:0003341,-0.2436366221203838,-0.9026612216064588,0.5899581589958159,0.9887914658681514,1.0,5/17,20.26%,CFAP70;DNHD1;DNAH11;WDR78;DNAH7
prerank,GO:0003333,0.30770382832915566,0.9014987074257221,0.6070038910505836,0.7227237971947472,1.0,6/16,23.70%,SLC38A10;SLC7A5;SLC38A5;SLC36A1;SLC38A7;SLC7A11
prerank,GO:0051016,0.31057620862730173,0.8997524710451074,0.6129458388375165,0.7241188683441329,1.0,6/15,27.47%,CAPZA1;FLII;TWF2;CAPZA2;CAPZB;ADD1
prerank,GO:0016607,0.24854198917057052,0.898738514660856,0.6450428396572827,0.7242460262315185,1.0,14/36,24.15%,FAM76A;SRSF3;DENND1B;SRSF4;ZC3H13;SRSF9;SRSF2;HECTD1;POLDIP3;PPP1R8;HNRNPU;FYTTD1;TRIP12;FAM76B
prerank,GO:0005201,-0.19491255583785566,-0.8976336355136951,0.6585365853658537,0.9790770895122978,1.0,8/34,16.15%,COL18A1;COL28A1;COL23A1;UMODL1;COL5A2;LAMB1;COL4A4;COL9A2
prerank,GO:0046856,0.2689954775001923,0.8956755462843301,0.6209068010075567,0.7278631755846898,1.0,9/25,29.70%,INPP5K;MTMR6;SYNJ1;MTMR3;MTMR9;SACM1L;MTMR12;MTMR2;MTMR7
prerank,GO:0008201,-0.2550358186200478,-0.8950440124345653,0.5880281690140845,0.9629095899811289,1.0,3/15,4.97%,PRELP;NELL2;IMPG2
prerank,GO:0003727,0.2775245502475968,0.8929169284849671,0.6251621271076524,0.7308966888812038,1.0,12/21,38.17%,AGO4;DDX58;CNBP;DDX60;EXOSC10;DDX60L;L1TD1;AGO3;POLR2G;IFIH1;ZFR;AGO1
prerank,GO:0000049,0.2600826634876587,0.8843826982999298,0.6361416361416361,0.7436908252479787,1.0,14/29,39.20%,SLFN11;SARS;XPOT;TRNAU1AP;SLFN13;PSTK;YRDC;CTU1;NSUN2;SARS2;SEPSECS;TYW5;PTCD1;ELP1
prerank,GO:0046330,-0.2402908045470068,-0.8810596373177721,0.6239669421487604,0.9764077476581516,1.0,10/18,28.83%,SH3RF3;EDAR;EDA2R;TRAF5;TRAF2;WNT7A;TRAF3;TNFRSF19;UNC5CL;RASSF2
prerank,GO:0000381,0.2499921447424304,0.8810175230534316,0.6404494382022472,0.7476908293276254,1.0,13/30,35.34%,CELF2;MBNL2;WTAP;FMR1;RBM25;RBFOX3;HNRNPU;ZC3H10;FXR2;CELF5;CELF1;MBNL3;RBM15
prerank,GO:0006099,0.2956978149973566,0.8800265023305972,0.6457219251336899,0.7476994985440805,1.0,11/17,46.25%,OGDH;MDH1;IDH3G;SDHAF2;IDH3B;CS;ACO2;IREB2;SUCLA2;SUCLG1;DLST
prerank,GO:0007218,-0.20608430518939846,-0.8738839878416038,0.6898148148148148,0.9723465885165226,1.0,5/25,12.00%,SSTR3;GALR2;KISS1R;CYSLTR1;GPR83
prerank,GO:0000122,0.19072574353407015,0.8730676014995918,0.7684426229508197,0.757718515401914,1.0,50/194,22.68%,ATXN1;PCGF1;MECP2;MIER1;BCORL1;NCOR2;LYAR;ZNF282;RXRA;PER3;SAP130;SIRT7;ZNF25;MTA2;PHF21A;ZFP69;PPARA;HDAC10;DR1;GATAD2A;ZNF398;BRMS1;BMI1;ZNF684;GLIS2;LIN37;EED;ZNF778;MIER3;MAGED2;CHD4;KANK2;WWP2;NCOR1;BCOR;HDAC4;CTCF;PPARG;HDAC6;ID2;ZFPM1;BRMS1L;SUDS3;ZNF487;NR1D2;HNRNPU;ZNF688;CHD5;HEXIM2;ZFP90
prerank,GO:0005778,0.28164469799510344,0.8695844048074447,0.6465968586387435,0.761834056418466,1.0,9/18,40.74%,PEX11A;PEX13;PEX16;ABCD3;GNPAT;HMGCR;PXMP4;PEX11B;PEX14
prerank,GO:0007601,-0.24638389366692728,-0.8690276261912894,0.622568093385214,0.963155798853174,1.0,16/16,75.39%,CRYGS;CRYGN;CRYBA1;CABP1;CABP4;UNC119;GUCA1B;CRYGD;ADGRV1;RPGR;CRYBG3;CRYBB2;PDE6C;CRYBB3;CRYBA4;CRYBB1
